SITE_URL,ASSET_URI,CURRENT_BID,CLOSING_DATE_UTC,VIN/SERIAL,YEAR,MAKE/BRAND,MODEL,PHONE,LOCATION,ACCOUNT_TYPE,LOT#,SELLER,ITEM_LOCATION,MAP_URL,ASSET_CONTACT,TITLE_RESTRICTION,INVENTORY_ID,MILES,EMAIL,CONDITION,KILOMETERS
http://govdeals.com,/asset/48354/226,1725.0,2024-12-18T14:45:00Z,1FADP3F22GL259563,2016,Ford,Focus,+18043676526,"Richmond, Virginia, USA",Government,226-48354,,"2400 W Leigh St, Richmond, Virginia, 23220-1327, USA","http://maps.google.com/maps?q=37.562748,+-77.463239+(2400 W Leigh St)",Detrich Richardson,Clean Title,,,detrich.richardson@dgs.virginia.gov,Used/See Description,
http://govdeals.com,/asset/25/26900,4100.0,2024-12-18T14:45:00Z,1FADP3K21DL341513,2013,Ford,Focus,,"Hudson, Florida, USA",Commercial,26900-25,,"7109 Elizabeth Ave, Hudson, Florida, 34667-2046, USA","http://maps.google.com/maps?q=28.334778,+-82.697159+(7109 Elizabeth Ave)",,Clean Title,,"79,786.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/48368/226,3500.0,2024-12-18T14:45:00Z,1FADP3F28HL215312,2017,Ford,Focus,+18043676549,"Richmond, Virginia, USA",Government,226-48368,,"2400 W Leigh St, Richmond, Virginia, 23220-1327, USA","http://maps.google.com/maps?q=37.562748,+-77.463239+(2400 W Leigh St)",Beth Cooley,Clean Title,P17126,"94,314.00 (Accurate?: )",beth.cooley@dgs.virginia.gov,Used/See Description,
http://govdeals.com,/asset/48366/226,3000.0,2024-12-18T14:45:00Z,1FADP3F26GL399955,2016,Ford,Focus,+18043676549,"Richmond, Virginia, USA",Government,226-48366,,"2400 W Leigh St, Richmond, Virginia, 23220-1327, USA","http://maps.google.com/maps?q=37.562748,+-77.463239+(2400 W Leigh St)",Beth Cooley,Clean Title,P16399,"31,472.00 (Accurate?: Yes)",beth.cooley@dgs.virginia.gov,Used/See Description,
http://govdeals.com,/asset/48367/226,4000.0,2024-12-18T14:45:00Z,1FADP3F27HL215303,2017,Ford,Focus,+18043676549,"Richmond, Virginia, USA",Government,226-48367,,"2400 W Leigh St, Richmond, Virginia, 23220-1327, USA","http://maps.google.com/maps?q=37.562748,+-77.463239+(2400 W Leigh St)",Beth Cooley,Clean Title,P17124,"53,678.00 (Accurate?: )",beth.cooley@dgs.virginia.gov,Used/See Description,
http://govdeals.com,/asset/48371/226,2500.0,2024-12-18T14:45:00Z,1FADP3F22HL309007,2017,Ford,Focus,+18043676549,"Richmond, Virginia, USA",Government,226-48371,,"2400 W Leigh St, Richmond, Virginia, 23220-1327, USA","http://maps.google.com/maps?q=37.562748,+-77.463239+(2400 W Leigh St)",Beth Cooley,Clean Title,P17184,"91,126.00 (Accurate?: )",beth.cooley@dgs.virginia.gov,Used/See Description,
http://govdeals.com,/asset/193/578,1400.0,2024-12-18T14:45:00Z,1FAHP34N19W136692,2009,Ford,Focus,+18288943301,"Columbus, North Carolina, USA",Government,578-193,,"40 Courthouse St, Polk County Government, Columbus, North Carolina, 28722, USA","http://maps.google.com/maps?q=35.2455,+-82.1757+(40 Courthouse St)",Ange' High,,109,"167,534.00 (Accurate?: Yes)",ahigh@polknc.org,Used/See Description,
http://govdeals.com,/asset/17/23863,260.0,2024-12-18T14:45:00Z,3FAFP31301R159074,2001,Ford,Focus,,"East Moline, Illinois, USA",Government,23863-17,"East Moline, IL","1200 13th Ave, East Moline, Illinois, 61244-1744, USA","http://maps.google.com/maps?q=41.520546,+-90.43602+(1200 13th Ave)",,,,"103,575.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/422/21509,1000.0,2024-12-18T14:45:00Z,,2013,Ford,Focus,,"West Palm Beach, Florida, USA",Commercial,21509-422,,"1126 53rd Ct N, West Palm Beach, Florida, 33407, USA","http://maps.google.com/maps?q=26.7497,+-80.0731+(1126 53rd Ct N)",,,PT1223V,"112,207.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/48/4599,500.0,2024-12-18T14:45:00Z,1FAHP34N36W243500,2006,Ford,Focus,,"Kinnelon, New Jersey, USA",Government,4599-48,"Kinnelon Borough, NJ","130 Kinnelon Rd, Kinnelon, New Jersey, 07405-2336, USA","http://maps.google.com/maps?q=40.992582,+-74.380674+(130 Kinnelon Rd)",,,Police car,"88,423.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/250/27091,300.0,2024-12-18T14:45:00Z,1FAHP36N39W246544,2009,Ford,Focus,,"Clinton, Maryland, USA",Commercial,27091-250,,"7827 Branch Ave, Clinton, Maryland, 20735-1624, USA","http://maps.google.com/maps?q=38.781579,+-76.894572+(7827 Branch Ave)",,Clean Title,5033,"186,579.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/131/27415,100.0,2024-12-18T14:45:00Z,1FAFP34P9YW131795,2000,Ford,Focus,,"Louisville, Kentucky, USA",Commercial,27415-131,,"3904 Bishop Ln, Louisville, Kentucky, 40218-2943, USA","http://maps.google.com/maps?q=38.187191,+-85.694634+(3904 Bishop Ln)",,,8900,,,Used/See Description,
http://govdeals.com,/asset/995/482,100.0,2024-12-18T14:45:00Z,1FAHP3FN3AW110774,2010,Ford,Focus,+15025406757,"Louisville, Kentucky, USA",Government,482-995,,"3050 Commerce Center Pl, Louisville, Kentucky, 40211-1972, USA","http://maps.google.com/maps?q=38.221441,+-85.810105+(3050 Commerce Center Pl)",Robert Waltz,Clean Title,MSD 2747,"109,181.00 (Accurate?: Yes)",robert.waltz@louisvillemsd.org,Used/See Description,
http://govdeals.com,/asset/1680/26446,575.0,2024-12-18T14:45:00Z,1FADP3F21HL243548,2017,Ford,Focus,,"Albany, New York, USA",Government,26446-1680,,"1220 Washington Ave, Building 18 - Suite 102, Albany, New York, 12226, USA","http://maps.google.com/maps?q=42.68038558959961,+-73.81611633300781+(1220 Washington Ave)",,,171747,"82,695.00 (Accurate?: Unknown)",,Used/See Description,
http://govdeals.com,/asset/56/27415,100.0,2024-12-18T14:45:00Z,3FAFP37N05R118488,2005,Ford,Focus,,"Louisville, Kentucky, USA",Commercial,27415-56,,"3904 Bishop Ln, Louisville, Kentucky, 40218-2943, USA","http://maps.google.com/maps?q=38.187191,+-85.694634+(3904 Bishop Ln)",,Yes: Other (See Description),9897,"94,361.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/1670/26446,500.0,2024-12-18T14:45:00Z,1FADP3E21EL414733,2014,Ford,Focus,,"Romulus, New York, USA",Government,26446-1670,,"6069 State Route 96A, , Romulus, New York, 14541, USA","http://maps.google.com/maps?q=42.737281799316406,+-76.8910903930664+(6069 State Route 96A)",,Clean Title,141442,"114,032.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/395/23002,60.0,2024-12-18T14:45:00Z,1FADP3K28HL216062,2017,Ford,Focus,+19317393271,"Cookeville, Tennessee, USA",Commercial,23002-395,,"2301 Fisk Rd, Cookeville, Tennessee, 38506-5006, USA","http://maps.google.com/maps?q=36.192221,+-85.479396+(2301 Fisk Rd)",Justin Fredrico,,,"94,561.00 (Accurate?: Unknown)",jturner.das@gmail.com,Used/See Description,
http://govdeals.com,/asset/14126/6250,410.0,2024-12-18T14:45:00Z,1FAHP3FN8AW126002,2010,Ford,Focus,+12818750246,"Houston, Texas, USA",Government,6250-14126,,"1530 Greensmark Dr, Houston, Texas, 77067-9995, USA","http://maps.google.com/maps?q=29.942562,+-95.447381+(1530 Greensmark Dr)",Cesar Flores,Yes: Government Form SF97 Provided,0917748,"140,125.00 (Accurate?: Yes)",Cesar.a.flores@usps.gov,Used/See Description,
http://govdeals.com,/asset/3090/3604,10.0,2024-12-18T14:45:00Z,1FAFP34N65W254223,2005,Ford,Focus,+14107236643,"Ocean City, Maryland, USA",Government,3604-3090,,"214A 65th St, Suite 4-119, Ocean City, Maryland, 21842-5197, USA","http://maps.google.com/maps?q=38.38801,+-75.067199+(214A 65th St)",Dawn Leonard,,PD973-24,,DLeonard@oceancitymd.gov,Used/See Description,
http://govdeals.com,/asset/1770/26446,550.0,2024-12-18T14:45:00Z,1FADP3E28FL276934,2015,Ford,Focus,,"Brentwood, New York, USA",Government,26446-1770,,"101 Wilshire Blvd, Brentwood, New York, 11717-8325, USA","http://maps.google.com/maps?q=40.781419,+-73.291115+(101 Wilshire Blvd)",,,151355,"81,113.00 (Accurate?: Unknown)",,Used/See Description,
http://govdeals.com,/asset/1766/26446,575.0,2024-12-18T14:45:00Z,1FADP3E26EL330682,2014,Ford,Focus,,"Brentwood, New York, USA",Government,26446-1766,,"101 Wilshire Blvd, Brentwood, New York, 11717-8325, USA","http://maps.google.com/maps?q=40.781419,+-73.291115+(101 Wilshire Blvd)",,,141191,"127,721.00 (Accurate?: Unknown)",,Used/See Description,
http://govdeals.com,/asset/48435/226,3500.0,2024-12-18T14:45:00Z,1FADP3F26GL399955,2016,Ford,Focus,+18043676549,"Richmond, Virginia, USA",Government,226-48435,,"2400 W Leigh St, Richmond, Virginia, 23220-1327, USA","http://maps.google.com/maps?q=37.562748,+-77.463239+(2400 W Leigh St)",Beth Cooley,,399955,"31,472.00 (Accurate?: Yes)",beth.cooley@dgs.virginia.gov,Used/See Description,
http://govdeals.com,/asset/360/25530,500.0,2025-02-11T05:15:00Z,1FADP3FE7GL332002,2016,Ford,Focus,,"Riverside, California, USA",Government,25530-360,"San Diego County Fleet Services, CA","Offsite-call for address 9092030548, , Riverside, California, 92123, USA","http://maps.google.com/maps?f=q&hl=en&q=Offsite-call for address 9092030548,+Riverside,+CA+92123",,Clean Title,G22378-16,"67,732.00 (Accurate?: )",,Used/See Description,
http://govdeals.com,/asset/52/8515,210.0,2025-02-10T21:20:00Z,1FAHP3E20CL216398,2012,Ford,Focus,,"Palisades Park, New Jersey, USA",Government,8515-52,,"275 Broad Ave, Palisades Park, New Jersey, 07650-1534, USA","http://maps.google.com/maps?q=40.84795,+-73.99783+(275 Broad Ave)",,,,"59,801.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/363/24037,1000.0,2025-02-11T01:11:00Z,1FADP3F20EL436656,2014,Ford,Focus,,"Jacksonville, Florida, USA",Commercial,24037-363,,"120 Lee Rd, Jacksonville, Florida, 32225-6515, USA","http://maps.google.com/maps?q=30.325463,+-81.536787+(120 Lee Rd)",,Clean Title,322,"142,033.00 (Accurate?: Unknown)",,Used/See Description,
http://govdeals.com,/asset/1596/3793,2500.0,2025-02-13T16:30:00Z,1FADP3K25EL356081,2014,Ford,Focus SE Hatchback,,"Temple, Texas, USA",Government,3793-1596,,"3210 E Avenue H, , Temple, Texas, 76501-8400, USA","http://maps.google.com/maps?q=31.081011,+-97.310158+(3210 E Avenue H)",,Clean Title,13880,"33,871.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/49/8155,500.0,2025-02-11T14:00:00Z,1FAFP34N07W338234,2007,Ford,Ford Focus,+18642604515,"Anderson, South Carolina, USA",Government,8155-49,"Anderson County Disabilities & Special Needs Board, SC","212 McGee Rd, Anderson, South Carolina, 29625-2104, USA","http://maps.google.com/maps?q=34.534777,+-82.687576+(212 McGee Rd)",Marshall Nash,,234,"120,299.00 (Accurate?: Yes)",marshallnash@acdsnb.org,Used/See Description,
http://govdeals.com,/asset/204/6129,1000.0,2025-02-11T13:40:00Z,1FAHP3K26CL328658,2012,Ford,Focus,,"Brooklyn, Ohio, USA",Government,6129-204,,"4800 Tiedeman Rd, Brooklyn, Ohio, 44144-2336, USA","http://maps.google.com/maps?q=41.428287,+-81.76591+(4800 Tiedeman Rd)",,Clean Title,328658,"152,921.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/50/8155,1324.0,2025-02-11T14:15:00Z,1FAFP34N27W338235,2007,Ford,focus,+18642604515,"Anderson, South Carolina, USA",Government,8155-50,"Anderson County Disabilities & Special Needs Board, SC","212 McGee Rd, Anderson, South Carolina, 29625-2104, USA","http://maps.google.com/maps?q=34.534777,+-82.687576+(212 McGee Rd)",Marshall Nash,,235,"73,035.00 (Accurate?: Yes)",marshallnash@acdsnb.org,Used/See Description,
http://govdeals.com,/asset/38473/8445,1000.0,2025-02-14T04:50:00Z,1FAHP35N68W292823,2008,Ford,Focus,,"Tumwater, Washington, USA",Government,8445-38473,"State of Washington Surplus Operations, WA","7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA","http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",,Clean Title,24-4515,"117,618.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/8595/5859,1625.0,2025-02-14T01:45:00Z,1FAHP3FN5BW182352,2011,Ford,Focus,,"Salem, Oregon, USA",Government,5859-8595,State of Oregon,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA","http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",,Clean Title,274222,"136,240.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/1801/26446,500.0,2025-02-14T18:30:00Z,1FAFP34N57W289001,2007,Ford,Focus,,"Cohoes, New York, USA",Government,26446-1801,,"1 Delaware Ave, , Cohoes, New York, 12047, USA","http://maps.google.com/maps?q=42.77510070800781,+-73.71170043945312+(1 Delaware Ave)",,Clean Title,072109,"110,065.00 (Accurate?: )",,Used/See Description,
http://govdeals.com,/asset/1802/26446,500.0,2025-02-14T18:40:00Z,1FADP3E24EL220228,2014,Ford,Focus,,"Cohoes, New York, USA",Government,26446-1802,,"1 Delaware Ave, , Cohoes, New York, 12047, USA","http://maps.google.com/maps?q=42.77510070800781,+-73.71170043945312+(1 Delaware Ave)",,Clean Title,141022,"102,389.00 (Accurate?: Unknown)",,Used/See Description,
http://govdeals.com,/asset/546/2010,210.0,2025-02-15T17:00:00Z,1FAFP37N57W332604,2007,Ford,Focus,,"Conyers, Georgia, USA",Government,2010-546,,"2570 Old Covington Hwy SW, Conyers, Georgia, 30012-3310, USA","http://maps.google.com/maps?q=33.694089,+-84.069883+(2570 Old Covington Hwy SW)",,,AG9486,"128,653.00 (Accurate?: Unknown)",,Used/See Description,
http://govdeals.com,/asset/66/26928,3100.0,2025-02-17T18:14:00Z,1FADP3N28JL273279,2018,Ford,Focus Titanium Sedan,,"Macon, Georgia, USA",Commercial,26928-66,Liquidity Services - GCZ4LSLLC,"895 3rd St, , Macon, Georgia, 31201, USA","http://maps.google.com/maps?q=32.829715728759766,+-83.63300323486328+(895 3rd St)",,Clean Title,HRM-273279,"81,410.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/1723/865,500.0,2025-02-17T22:00:00Z,1FADP3E25HL261987,2017,Ford,Focus,,"Albany, Georgia, USA",Government,865-1723,"Albany, GA","1726 Lily Pond Rd, Albany, Georgia, 31701-7761, USA","http://maps.google.com/maps?q=31.51316,+-84.198957+(1726 Lily Pond Rd)",,Clean Title,17-194,"19,035.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/15755/10337,220.0,2025-02-25T20:25:00Z,1FAHP3FN1BW122312,2011,Ford,Focus,,"Columbus, Ohio, USA",Government,10337-15755,"State of Ohio, OH","4200 Surface Rd, Columbus, Ohio, 43228-1313, USA","http://maps.google.com/maps?q=39.95633,+-83.115778+(4200 Surface Rd)",,Clean Title,25V264894/B-02,"124,628.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/asset/85/26258,1000.0,2025-02-14T01:00:00Z,1FADP3F21DL112565,2013,Ford,Focus SE,,"Hudson, Florida, USA",Commercial,26258-85,,"7041 Elizabeth Ave, Unit A, Hudson, Florida, 34667-2092, USA","http://maps.google.com/maps?q=28.334779,+-82.697787+(7041 Elizabeth Ave)",,Clean Title,,"145,633.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/en/asset/3679/26446,1000.0,2025-08-11T18:40:00Z,1FADP3F29HL203489,2017,Ford,Focus,,"Albany, New York, USA",Government,26446-3679,,"1220 Washington Ave, Building 18 - Suite 102, Albany, New York, 12226, USA","http://maps.google.com/maps?q=42.68038558959961,+-73.81611633300781+(1220 Washington Ave)",,Clean Title,171732,"86,503.00 (Accurate?: Yes)",,Used/See Description,
http://govdeals.com,/en/asset/931/125,525.0,2025-08-16T19:15:00Z,1FAHP35N09W261469,2009,Ford,Focus SE,+19372743128,"Dayton, Ohio, USA",Government,125-931,,"409 E Monument Ave, Dayton, Ohio, 45402-1260, USA","http://maps.google.com/maps?q=39.76486,+-84.186108+(409 E Monument Ave)",Andy Tarter,Clean Title,107162,"107,540.00 (Accurate?: Yes)",Andrew.Tarter@metroparks.org,Used/See Description,
http://govdeals.com,/en/asset/9180/5859,200.0,2025-08-16T01:30:00Z,1FAHP3FN3BW182351,2011,Ford,Focus,,"Salem, Oregon, USA",Government,5859-9180,State of Oregon,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA","http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",,Clean Title,281716,"96,376.00 (Accurate?: Yes)",,Used/See Description,
